,Link,Title,Company,Location,Salary,Days
792,https://in.indeed.com/company/Orbio-Solutions-Pvt.Ltd/jobs/Data-Analyst-bfc0f9142c9c697e?fccid=bb07d73ce60585a5&vjs=3,Data Analyst,Orbio Solutions Pvt Ltd,"Calicut, Kerala","₹8,000 - ₹15,000 a month",EmployerActive 2 days ago
382,https://in.indeed.com/company/Pipluspi/jobs/Data-Analyst-Trainee-8cfc4d7a86fefb78?fccid=b062827e3dce9235&vjs=3,Data Analyst Trainee,Pipluspi,"Makarba, Ahmedabad, Gujarat","From ₹10,000 a month",PostedPosted 12 days ago
515,https://in.indeed.com/company/S.F.T/jobs/Data-Analyst-d2844e2a44eed911?fccid=bb2951558623d792&vjs=3,Data Analyst /Machine Learning/Python & Django Online Trainers,S.F.T,"Temporarily Remote in Kottayam, Kerala","From ₹10,000 a month",PostedPosted 24 days ago
474,https://in.indeed.com/company/Yashva-Business/jobs/Reporting-Analyst-430d82e42e2aab09?fccid=db8d68b08e09dd6c&vjs=3,Reporting Analyst,Yashva Business Analisi Solutions,"Delhi, Delhi","From ₹20,000 a month",PostedPosted 30+ days ago
60,https://in.indeed.com/company/Nimetler-Technologies-Private-Limited/jobs/Business-Analyst-Data-Scientist-334dced516f60d48?fccid=40559e66d235a519&vjs=3,Business Analyst-Data Scientist,Nimetler Technologies Private Limited,"Remote in Mumbai, Maharashtra","From ₹3,000 an hour",PostedPosted 30+ days ago
950,https://in.indeed.com/company/NITS-SOLUTIONS/jobs/Business-Analyst-5003511bf619dfbc?fccid=87e73850cec723b0&vjs=3,Business Analyst,NITS Solutions Pvt Ltd,"Gurgaon, Haryana","From ₹4,00,000 a year",PostedPosted 30+ days ago
758,https://in.indeed.com/company/ConnectIN-Jobs-Global/jobs/Business-Analyst-508f51db5285d9da?fccid=9c64ec939bc12ff7&vjs=3,Business Analyst - Immediate Joiners,ConnectIN Jobs Global,"Kochi, Kerala","From ₹4,80,000 a year",PostedPosted 30+ days ago
247,https://in.indeed.com/company/Research-Triangle-Institute-Global-India-Private-Limited/jobs/Data-Analyst-f560bc51e8656000?fccid=6a4fee51c11b0d7e&vjs=3,Data Analyst - Human Resources,Research Triangle Institute Global India Private...,"Delhi, Delhi","From ₹6,00,000 a year",PostedPosted 30+ days ago
1,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C0E1kVSxZWqg_3rwn6zUnYbszXdTQpf9L-zhTFANv_MIQa4zqo0SOUsw3GBZa1Y4V3tB0yzv-Qh7lkdaZkGB-r4dAQjxeJnVfkYd_ayry9nKpMZGll7gA-Mazz2IIL6DbxivFZepdv2InFAWchSrIDhgIXP60quz5G4Zz1bx_hvQ9JqdXKLxsbPEbkESVtVydu9wQBZOMrRD1aWzI7vEcf-mMPqVg6ZrU1_pvMdkh1y9nFjfzpGrcp4virvQSfMirLbL0DCaRcxg12_l4uX2CDdkuhWeW2t2AuAIbR2RmTz8SDplgboq-bYDkyrgMoQohVMyWB-O5aiN7WDMPu4qdOdOFdcWuD6ArAMwOEqgChhdPO4JFU1sPkkAJ2OfA265qqtrk81WQe5613maPwXp64JX7fEI2suKSDWg1cxjIIvytDjjk9-yETZrFJwlBnin7lrTu7ncya5KQa4FiIiEK4z-_t7aVgrQda0N1Q2VqB249fmZN6Z8NAzFzfUMmxoMQjm2hqWtQVQsYuqDjnVqQaB1eQUBAY2PbD-1WLtlaqUpm5BJRrr-ca&xkcb=SoDg-_M3UsUUZGwHIJ0LbzkdCdPP&p=0&fvj=0&vjs=3,Technology Analyst: Data Science | Machine Learning,Infosys Limited,"Bengaluru, Karnataka",N/A,PostedPosted 30+ days ago
3,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B9dYZtjMlwoX0B13_zue4UmuQuZ9KbXavotx0oCRbwOYGCq8aUOzVPeoWZzHBWTLsLpTqfrle_x5ZGp4e_Ns-bNDOJ72k6HcGT_Vk65BuWEaEJH2CiyoYEd-I4Tk7v63YcYMWcAv59MGq_dCrCcidoI-5qaI8rFoT4PELYiy8rnQzoMUE4vAU7o2xJWhyeCfqz68eEjK9XLMI9YI2a4kBCgvofAacbuAsfC8A4iU5t17iO0SNWXrRK6mO7ozU1pivdUtnnEK6Mr1cc5CU81REXZGjZJLYHQ9q0SjkG39x8AtS6aXAFsuXQUCmyJM14VqFJ8EV2fnU4tR89L21A4yngKBXfWE2QFrLHt9TqgCWjhZt3UfVy0UC_RMNVRpzcxLDUPPIhtMOMF7bCLazG-8r_rnGxdtDFEFyULCkxwjCXP9HjTOV13dZHJIceh7YDPslP4TT71AxGYUBVsJb_TtSxoaHblyEkl_v1nkT2sFmYfcRjN6FOIvF7dJw4FRuT4YPA2pqR2xOQTzIJ1e_LBscLIFFWansUsy552IBCdADFfCaH--90PcvzJvK44O_8i03ZNjSXQ-2YaUrwCNqu9PPa0k6EHPoiqTvBBeOUq3jJF9XhurRV1ovdSd59pad7vX_l_cwLv4JBTdbMBHV9VgygaZVbmxznxsW_UdgdXzirqcTuMr-2sJESok-w3ql-zLhIcyTxqt8ln4CwttBo_sXrXBm6jgGTzpX0o7dcWk_E3VgKHxBHogy_zIOBCI5wX276bgXsYoEGpTVcwU1ngGJ-gExLmShBMT1FGmq3QiJCJVO-znXhkHBDCACTxn5DBJc=&xkcb=SoDi-_M3UsUUZBQHIJ0KbzkdCdPP&p=2&fvj=0&vjs=3,"Animal Welfare Data Analyst 1 (Power BI, Excel, Metrics/reporting experience needed)",Labcorp,"Bengaluru, Karnataka",N/A,PostedPosted 30+ days ago
4,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DaDeacnyAcjR_xPF4_AGi9kgHcHfBbAiGbTrdK88lQNY5pQ5uyVl0a5mOI3CuhKFgPS6wyvgMkiRbAz3NFOlE4JVid6AdUqbpxyLQcEQ31aTdJZtEFVjGNu6qeZZjggbrp2T3prWTMgdbjoGq28N76IYecPs5T-adNDAR6OCrZNF1xtYRcm6pqAVMDDGFHPVhYfTEImNbfT96BeTukNERZO7DGd06wO4lCBFu7sxj9mLrxkcbtZmTW_6F-nnMT0ha_tYjETdArP6uu0WVY-SZIgOdzSPWt4YciUXP38Xp8Zx80CSE3ENMYNHfEE-tew8tTjqpFBm7tkIAFpF8jY66N1BTiCoCTzGcsY0KwadOozJWHABwv2yavpbXFa5kO-0G1Njh4CSoEZK6XesOO6iKaedQVMn7kpeYt-CJTCOxOfScPKdANzBo7gz7_mORZ6jCZc5T-zCVwmvGBc-1ZpUTrOaDJmurpS9xz99lTnr4DBfA1aqFUh_OT2x-wxHphMaT8t7fP6vrWENAL4xa2pX2osQPwtFs3c8OgC9ykg3vnqku0D8wdX6yXhrVAg559MO9LP9dByLqmHLxm0v73bSomJPoRZkcjxV03pVm7smLEUZXlv9k73Np5FOGJqk5rOfXEMWFhKFNXgvCeeTm5z5xEcG0U-mrVl5gyeJthl01NRJsarAyAZULsVVcrTMr5nFzZVhOBx1dvnSLjYKX9PaqhZ0i6BiltzJHCuOofHHLQeNQsImk0MJ0sAEA9pyo4QWx5yye9kmTvfJCXWnHzop1pTKdQY5iyPucrGdD8FNQ5lpI0PDSJy79_tCzDVRVv0aM-0Gr0Q726EjYzVfuruhgsNT_C34eHKUJg1c-7cbBrNBxZO1pcZb00fgMC-CiNqJAjhLiqvs0pKpIY3fa6KXQW_osTiNxk6eIhkeudarrLZ8GCnLLCOjbM7SkoYm54N5oN3M5Qshg76UIrcKlPuXTahiZN-2YVBstkeW8WkXmDoz9ic-cssZA3&xkcb=SoB_-_M3UsUUZBQHIJ0JbzkdCdPP&p=3&fvj=0&vjs=3,Sr Software Engineer - Data Analysis,Yash Technologies Private Limited,"Bengaluru, Karnataka",N/A,PostedPosted 16 days ago
5,https://in.indeed.com/rc/clk?jk=0cfc4f9bfce9128c&fccid=057abf3fd357e717&vjs=3,Client Data Analyst,Barclays,"Delhi, Delhi+1 location",N/A,PostedToday
6,https://in.indeed.com/company/InvokHr/jobs/Data-Analyst-903f6c40917dd8c6?fccid=2438fcdd2fa212e5&vjs=3,Data Analyst,InvokHr,"Delhi, Delhi",N/A,PostedPosted 2 days ago
8,https://in.indeed.com/rc/clk?jk=4fb19d32725ad766&fccid=d3d3520998346837&vjs=3,Data Analyst,UnitedHealth Group,"Noida, Uttar Pradesh+2 locations",N/A,PostedPosted 1 day ago
9,https://in.indeed.com/rc/clk?jk=045dea5e40561f63&fccid=bdad58a8df3ba8a4&vjs=3,Data Analyst Internship,Crypto Mize,"Delhi, Delhi",N/A,PostedPosted 30+ days ago
11,https://in.indeed.com/rc/clk?jk=83f249ef3743bb14&fccid=077cb259e6857b69&vjs=3,Data Analyst,Heart It Out,Remote,N/A,PostedPosted 30+ days ago
12,https://in.indeed.com/rc/clk?jk=fe5f84d3b2ff6e0f&fccid=6b7a1dfe07e7f037&vjs=3,Analyst,IQVIA,"Noida, Uttar Pradesh",N/A,PostedToday
14,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DaDeacnyAcjR_xPF4_AGi9kgHcHfBbAiGbTrdK88lQNY5pQ5uyVl0a5mOI3CuhKFh9WmIRd5lkl0Noahv2VpY27dDMU3MbknFFQ0W0uPuJmKnaszetuVvkmkYEZxelouqpobHsO6FMfGwRo2S-XiZClv8GU1oh6yprkL3OdA3XEYM6JXwP2C_Fc6gLeRMb6wpt5zKJX1ccCNX36kz0fyOs4C6qBYbb4yIn9Jc0TDYY7LiKrYVgydS-js18tfZi8EeCgZhQayL8BnkvijymqX88WU31fXbOezCYrMGimMVjHqq2rz0eZ6Hudk0NTGshiOT6Wdo-BzP_Q0ds9uF0dh2CtzyF4yPAi4Z9_iHmzQCnpzGYRRfBDBkp-3EF4ALh4UNJI2vrXf4ZZw-84cqzynvQf_tfUyCZMxo0zuF1T92To1FHCmvljhy_A4A5P676Ahx9OPN1Xl8teCVuBDWwku2cVfyQ17bItcx4OP-8Gzw28HygEu1mZv5mJvev-jE3qb3gTDXwuaNkQp1GXwTNxOWrgPf90y58LP5E0UxmbGXdSSZsmKuSs9FNlaTpUdHB4GcgJq2fHeGwyqRT7KHR1ROcbwv8YZ0wYXlsdKKnB_wuWyZVIFpEl3T-XKnok7yJCwK4yahq2TcH99qQhQD8HtNloSCSq11zX2TH_ilx4HrgFgo4rvvK9BRRofxJyk38FH-N3GHSxOkLWKQgUv1KMtPyjljRWPfKx_-5CRtVZsURVkeANFCRMY0Hp9OtQQ_sPxEgiUjvV-xnfJ8BrekAFNWq9RYXvTQEsQ36CMRzyqoaRodtQBFnTkJPjNPSwnT7oMJsA-Oulu2XUyqmPwn6WFlob5dQW7E73Kn3sUaYVE6Hp_eL0AXviO56NlrPiStPU7O-tW12t5aLrqj2R0cmRPbhJzUp1JfobNL5BWjl5wIi_YS3oqVkKYOo3wA5UDJnCYPmBURS-dlYQ4LI6uy4wx5T9Vc_8kVMGZvfvRy2KIuBFs5DoQxJquH_&xkcb=SoC0-_M3UsUUZBwHIJ0ObzkdCdPP&p=13&fvj=0&vjs=3,Sr. Business Analyst - Celonis Job,Yash Technologies Private Limited,"Pune, Maharashtra",N/A,PostedPosted 10 days ago
15,https://in.indeed.com/rc/clk?jk=3f663d69d273a2a9&fccid=7566c37c6fbf7301&vjs=3,Data Analyst,NewGlobe,"New Delhi, Delhi+1 location",N/A,PostedPosted 2 days ago
16,https://in.indeed.com/rc/clk?jk=22b6f4e487a88d5b&fccid=73b7d836dab45a07&vjs=3,Data Analyst,SSPL,"New Delhi, Delhi",N/A,PostedPosted 30+ days ago
18,https://in.indeed.com/rc/clk?jk=171a4c7cb6c6d9f6&fccid=ff049ff6ffe45b13&vjs=3,"Data Analysis- Data Visualization + (Alteryx, Python, SQL, R)",Spectral Consultants,"Gurgaon, Haryana",N/A,PostedPosted 5 days ago
20,https://in.indeed.com/rc/clk?jk=bfe043b8ef7b96f8&fccid=552864f934d772c1&vjs=3,Data Analyst -3,BK Talent Lease Consulting,"Gurgaon, Haryana",N/A,PostedPosted 30+ days ago
24,https://in.indeed.com/rc/clk?jk=aa8c3ad62285cd35&fccid=5cc96631c4f0e6eb&vjs=3,Data Analyst,GeoTechnosoft,"Noida, Uttar Pradesh",N/A,PostedPosted 19 days ago
25,https://in.indeed.com/rc/clk?jk=5e505fd3928debb1&fccid=a46683ec51ead49e&vjs=3,Data Analyst,Archer Daniels Midland Company,"Gurgaon, Haryana",N/A,PostedPosted 3 days ago
27,https://in.indeed.com/rc/clk?jk=64fd98485efe622a&fccid=3fe48533ae9fe92d&vjs=3,Data Analyst,Gridlogic,"Remote in Gurgaon, Haryana",N/A,PostedPosted 30+ days ago
29,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DaDeacnyAcjR_xPF4_AGi9kgHcHfBbAiGbTrdK88lQNY5pQ5uyVl0a5mOI3CuhKFh9WmIRd5lkl0Noahv2VpY27dDMU3MbknFFQ0W0uPuJmKnaszetuVvkmkYEZxelouqpobHsO6FMfGwRo2S-XiZClv8GU1oh6yr9S8QZ192PpDftsBgzqncJaE5U2mj9K30m3fKzbmQBrpNZpCHaPCI-Q9bo6uvkGEyXQNLOen_xrXkMIkTj96bkJLMVrL1_e5bG6GOflgCmFAkj3j93Z9Xxp2PoZ_6_BclTWpq3u-9Y5NcL_5cdcTJbH1Xw_1tYEeXnc28QQh8PrL8NWvxz_FRp6Fv5SS9u_dbDGbRJDo2FUZEMflKx8OiaD-8yNWaZ37vNg51mIRUf7AYf_CDsi-h6UPcAX0JVuCZmxC7R7rANLoDBRDnCrWv9sB_olOQpYZSx1J1kMS91_07HPTyL21wQSHKOwAcxOsbFvxpXny6ABsc8IOdzcNtfSledRhhoyUP44ZLSCWOn-iQewnuxkahc8kAwTq8SReFVc3LsJ7dPzfh9JII-EU2ItXEblrg87aF9D3iOu3xyIIUWJvt9FOL5t1SqUliZUweZgPkHa57O7sXyMMS-OSbaJZTOu61CmR-de-0_nnSoZAC1Ke9LIP-SrcobDbrNkRgcqYN2uPK660HBL9KtGDDjRVEg_slgSwcUHsHNgLfgBWCYPcMPLFAmsn6aXUqLIUV5_aljYUzMOWjGYDdhExGw6yEHbDW2K6e11d482A9x72RRwxUXmTDmYP90uL68yCnUyQBFcgOjWsaYD0EujdBVNVFnHKuH_qL2ygZ9Vqsh2YwLI7ZnVkH5Sxx9WLfMi0CWDMfpO9Yu58szWhRUTGD3_nzwFImRH_91VNtzhTk7MIcLpz0pt7NmFGdhRMUMIQmknss6hqHfM2wphqVmMQrSvbRXhboGXMfH9G6rVA6CTs-qxcMpzp-GdHmp4QcZJPUKSL7r-CuhuO8eC7B_TiP5&xkcb=SoCL-_M3UsUTsMSS7h0LbzkdCdPP&p=13&fvj=0&vjs=3,Sr. Business Analyst - Celonis Job,Yash Technologies Private Limited,"Pune, Maharashtra",N/A,PostedPosted 10 days ago
30,https://in.indeed.com/rc/clk?jk=aa8b2893c211a94c&fccid=6831ed7a820e6913&vjs=3,Data Analyst,Edunuts,"Connaught Place, Delhi, Delhi",N/A,PostedPosted 30+ days ago
31,https://in.indeed.com/rc/clk?jk=0a3e631d69d50d16&fccid=057abf3fd357e717&vjs=3,Analyst,Barclays,"Delhi, Delhi+3 locations",N/A,PostedToday
33,https://in.indeed.com/rc/clk?jk=a5be7ecc43eb4231&fccid=f057e04c37cca134&vjs=3,Analyst-Data Science,Amex,"Gurgaon, Haryana",N/A,PostedPosted 2 days ago
34,https://in.indeed.com/rc/clk?jk=5f0bb68c93b45fe9&fccid=2dd390c3a48a7ed0&vjs=3,DT-DTAC - Analyst - Noida,KPMG India,"Noida, Uttar Pradesh",N/A,PostedToday
35,https://in.indeed.com/rc/clk?jk=ee41ca993c0ecbe7&fccid=237908de095b6446&vjs=3,Data Analyst,Ubisoft,"Pune, Maharashtra",N/A,PostedPosted 30+ days ago
36,https://in.indeed.com/rc/clk?jk=70fc800130debf4c&fccid=d3d3520998346837&vjs=3,Data Analyst - SQL Tableau,UnitedHealth Group,"Gurgaon, Haryana",N/A,PostedPosted 10 days ago
38,https://in.indeed.com/rc/clk?jk=45a9a7240d102cc9&fccid=3eab06dbd0916217&vjs=3,DATA RESEARCH ANALYSTS,iTech Mission (iTM),"South Extn Part Ii, Delhi",N/A,PostedPosted 30+ days ago
39,https://in.indeed.com/rc/clk?jk=02aae773ac6ca945&fccid=3fe48533ae9fe92d&vjs=3,Data Analyst,Grid Logic Software Private Limited,Remote,N/A,PostedPosted 30+ days ago
40,https://in.indeed.com/rc/clk?jk=ec17c85beea29c07&fccid=52e873f4c5592e60&vjs=3,MIS & Data Analyst,Ubiquiti Inc.,"Gurgaon, Haryana+1 location",N/A,PostedPosted 23 days ago
41,https://in.indeed.com/rc/clk?jk=2b89a6e2001f9e97&fccid=15165fd6ea7a5f4f&vjs=3,Data Analyst,Eccentric Engine,Remote,N/A,PostedPosted 30+ days ago
42,https://in.indeed.com/rc/clk?jk=e33eff72093a4c50&fccid=6dab82f168a9dafd&vjs=3,Data Analyst,Calyx,+1 locationRemote,N/A,PostedPosted 30+ days ago
43,https://in.indeed.com/rc/clk?jk=38ce5ae80543b86a&fccid=2c25ea6cf84dad59&vjs=3,Data Analyst,Indium Software,Remote,N/A,PostedPosted 30+ days ago
44,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DaDeacnyAcjR_xPF4_AGi9kgHcHfBbAiGbTrdK88lQNY5pQ5uyVl0a5mOI3CuhKFh9WmIRd5lkl0Noahv2VpY27dDMU3MbknFFQ0W0uPuJmKnaszetuVvkmkYEZxelouqpobHsO6FMfGwRo2S-XiZClv8GU1oh6yq5n8keBy6EZ80vYReYPSLMLOgMNdUvszkwdyQ5eIO2nSLofuEPaSBpiTLGew1lhywC1kcISCr05SjNjKwMVTBrOi8qX1-7cdaVUzQ4UFRMhGGXu-oeo0Om8GgJPcVmnQOzhQY8U3eVAnfg1Hh_Soa75gBG33NcySTCl4813eE6dVx13_1oaWgrIpGNhyM20n_rfns5XW53b-VuKJX1y2HM2BVc3BJEhkOmvyfbP0KdfQTh0RWjWpb5RugjbObnZ6boj9OenD-uDA5MTmT2V_-hThKxnJBgve_TnzMwI431tYHeKdR89Es8UiC7ASVT4gMUV9V185Sc4gIPjabi6ctyNga1-4t6oKtr_0azAFqfoIZrbinBGhqa79XcwjRuavns8XAnDmzYK9Lpa4enESTG49eKxhu-Ni4JrQN0u6Hv0e6SDUt8tB4ri1wbUCKVhinNY1uokkmea5Buu6W8L5GhRvxYsJw-Gadj-Nje6txws4tXfsIcg0JdbW8AwPlEBCp2Xqg2lOthcuqQM8NpgbaETBAtJPc8GvEU9yCEb79rT69V2lFiuNXb8pe-ijWqHoGUrPcKVLJKI6K7RKA1ih9ZLQpO8Cmi5bL6ETkwa8HnHvPC7dwj0S0g6uRcGvmjvl80BEpVyOfyT5p7B39JGQ3fxALF9eiGaCSHpubGTEeRRL2TgwwTw3ga6XhK6PO_dbYGPoZlU-tEDLqshgiNORBPMVS8nc2l2E620GMw-px2t0ISKJGKFJ_hyRqLL3oK4Qs6jYBh639QArFjJwifXCn_-qLDOw6d9bIy9QaHCcuwXNIm6C045kPy-EugtEnuOu4jO6LRpf6g6y0KAXM_aCjV&xkcb=SoAs-_M3UsUTDqazap0CbzkdCdPP&p=13&fvj=0&vjs=3,Sr. Business Analyst - Celonis Job,Yash Technologies Private Limited,"Pune, Maharashtra",N/A,PostedPosted 10 days ago
45,https://in.indeed.com/rc/clk?jk=83b315aec03bf359&fccid=d1a37fc3647f4ed4&vjs=3,Data Analyst,Magic Infomedia,"Delhi, Delhi",N/A,PostedPosted 30+ days ago
48,https://in.indeed.com/rc/clk?jk=daad44df5b35a2cc&fccid=146443e77d8c0778&vjs=3,Data Analyst,Virtusa,"Bengaluru, Karnataka+1 location",N/A,PostedPosted 30+ days ago
50,https://in.indeed.com/rc/clk?jk=d79c6b7ad22ef5c1&fccid=7353d2b0f6b563c4&vjs=3,Data Analyst,CashKaro,"Remote in Gurgaon, Haryana",N/A,PostedPosted 11 days ago
52,https://in.indeed.com/rc/clk?jk=55ee3cc8d6629e13&fccid=bb95ccf807a8406a&vjs=3,Data Analyst,Airtel India,"Gurgaon, Haryana+1 location",N/A,PostedPosted 30+ days ago
53,https://in.indeed.com/rc/clk?jk=57ab41d5fe2b0463&fccid=94e6541faed5552f&vjs=3,Data Analyst,ASI-Apex Sourcing,"Tughlakabad, Delhi",N/A,PostedPosted 30+ days ago
58,https://in.indeed.com/rc/clk?jk=a2bb789b5aca9f0e&fccid=65a610215742c669&vjs=3,Financial Analyst (Global Reporting),American Express Global Business Travel,"Gurgaon, Haryana",N/A,PostedPosted 5 days ago
59,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DaDeacnyAcjR_xPF4_AGi9kgHcHfBbAiGbTrdK88lQNY5pQ5uyVl0a5mOI3CuhKFh9WmIRd5lkl0Noahv2VpY27dDMU3MbknFFQ0W0uPuJmKnaszetuVvkmkYEZxelouqpobHsO6FMfGwRo2S-XiZClv8GU1oh6yq1EQ2Ts8EZ3GDFBQtttxw4Wc6sNUVQjnQf8YZMlckkyyQZiL-gCgIFf0GkmFUDEKG6buSybx4Efla5-KZwpwy1fwkB3H42xi489JFJjQw657EQTn1mw_ce2jaq07TKN0JqWDpmBVt_bfqqLrkvAVyqN-sKneQt6kSbjb2JZlJYjE-YEHq7O2b-4I3b7ax2sAmbPkjulliqfj18VKXQV_HlZs_yJhuUFiANlIA7VzW2i2ApabFSF2hl8pCxSz0ggIRtyyKiYz0Wxb-1DZLN_rKoR7ugRUcsklX-UC3vc17YN7WQuXq4-6B2pbMK1EzomQ3jP76D9E9uOjezMy-CjZCwS6i6LxN41UjYDq6CZbrWERdwjILugrDhajUR6n6WGer-MkYtLR-6QidA5Mdldw16SA0xPXku8qdxv_GJXMyKFusmGBQ03C8UR_taxsWcSXt1H9scvTUK1-umAHVbKPHtGkypAVP-Ub7Vy8yPImHzRoqF_T4azeqv2zPNTaiSn_BJlVV40328eNmuz-7TVHJesGPRUtNHTM31f1QE5C3IZ4PxWgOqMj1EJGckzV77dGjX_suqzY32SdmvuZylQwRbJt9WWVZpuoZH-A7-O_iAHq0AGuxtVBUsorRmR9CLLzyi65cCoD0So9km4OKO0roRw1uEvB_VXdjPLRyztJG-wY2IC2hOXvGi3pmKGlb6cBEPf28sPqajN4hAMTIQ8oeD60Yhu8sRVUAJZW5aHwDlLffwMr5l1zLINJqy-AcT_fjK_4N-7LKA_CWwCCzTy9Xd2j7AJFD66Aq4Rxv9Lb7u60T0mOx-eWPXVN4oM-o5uucp9Dp8kQlVmUyLqt1grf-n&xkcb=SoC7-_M3UsUS-kwNHh0LbzkdCdPP&p=13&fvj=0&vjs=3,Sr. Business Analyst - Celonis Job,Yash Technologies Private Limited,"Pune, Maharashtra",N/A,PostedPosted 10 days ago
62,https://in.indeed.com/rc/clk?jk=77c6d2e19af2bd24&fccid=7353d2b0f6b563c4&vjs=3,Data Analyst – Product,CashKaro,"Remote in Gurgaon, Haryana",N/A,PostedPosted 11 days ago
64,https://in.indeed.com/rc/clk?jk=365ab2e4a670ae2c&fccid=5eb62cf966b9ec33&vjs=3,Data Analyst,eminenture,"New Delhi, Delhi",N/A,PostedPosted 30+ days ago
69,https://in.indeed.com/rc/clk?jk=745b32ab2989a502&fccid=12332f0a8c9a3973&vjs=3,Data Analyst,Galytix,"Gurgaon, Haryana",N/A,PostedPosted 30+ days ago
70,https://in.indeed.com/rc/clk?jk=65f42eb2f65534da&fccid=dc1c551e98d81116&vjs=3,Data Analyst Associate (Advanced Excel),Solugenix Corp,"Remote in Hyderabad, Telangana",N/A,PostedPosted 19 days ago
71,https://in.indeed.com/rc/clk?jk=7b66df2cad273d8c&fccid=1bf0cae1c2699feb&vjs=3,Data Analyst (Intern),Wizikey,"Gurgaon, Haryana",N/A,PostedPosted 10 days ago
72,https://in.indeed.com/rc/clk?jk=4fef22c16651bfd4&fccid=79edaf26eba600e1&vjs=3,Data Analyst,Elfonze Technologies,Remote,N/A,PostedPosted 6 days ago
73,https://in.indeed.com/rc/clk?jk=4c8344f0cd405a61&fccid=167aa4ca2fe7d8e6&vjs=3,Data Analyst,Shell,"Bengaluru, Karnataka",N/A,PostedPosted 11 days ago
74,https://in.indeed.com/rc/clk?jk=d4e04691e8f061b5&fccid=bb95ccf807a8406a&vjs=3,Analyst,Airtel India,"Gurgaon, Gurugram, Haryana+1 location",N/A,PostedPosted 2 days ago
75,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DaDeacnyAcjR_xPF4_AGi9kgHcHfBbAiGbTrdK88lQNY5pQ5uyVl0a5mOI3CuhKFh9WmIRd5lkl0Noahv2VpY27dDMU3MbknFFQ0W0uPuJmKnaszetuVvkmkYEZxelouqpobHsO6FMfGwRo2S-XiZClv8GU1oh6yq1wa73ZsJTdvZ_EOsFbfX4pMocRWKVsbEYhukXI8eMZuWEHln7b-GB2s96LvXgTbPTK55QdXm2iXAA63SlEzr1zAepIJMcUhs5dW64crMVGM8FI5iZ4BoOPvrXg6mGzGoVp9jQMOUm8fdbEheIw0ATLQnz39UnbUBZoDDWdcr1rk-MjX4qBxukClr1NaA89J4FfRmz0cHQkWTi1ffbEv2w25sz9dvKnlCUdr6TCGG5UprMmJr324oNdpuTSuntfNFqHG-Zp_5V8iHQv9ooueFz4pOaKDdDt1H1y2LacllkuGpmstkH2vai-4MDlt4M1moTY1yq6ZXSMQT0UnyrcQ-33Bi5kpF4OSH7g5JBCWuoJ8g8bvWo9jzNgmsFHbkYb9ngGSQvj2esCSoZt3C4kPNETeDdkDOAHenJNplXXqArJvzypdd3MeT_-gOLQW5uQOiDRhLKfAx6yEuoD_HR7dO0W0enXhAXOyu3M90RCNR5UnQh1QfAmAsJzYhQR_etMrJjQJISfofDcl65rOikv13xAoHfPjAMoCKu35A-tSM6V0OaX5IUO89WliHC8YuQDI22m4xLyhZnL69h21ftR9Em24Jwm1lny0gv5zhjTFY9UdaHoifUiDJuoyDo_9UCocbD4NTvL9wCn4UxfhioQFUjZmMLsC-pEYdaha0d__tkCwnq4KOTElJtZNUlGJsMHe9GaPyvdilr7CUxmox9y_WoOBOrM32-Zu-JwxtiBuQLfp50_ZxuSYEt3UO9jAu9Mf5cu5loqAekjDgpyLC2hJqekoIh-vjNqq4_5lgxjasfytyeE6UEdGFW1dXmH3tBrJ8sJUQ8Ipa-IT3vpL057yUb&xkcb=SoAF-_M3UsUSo5QHIJ0MbzkdCdPP&p=14&fvj=0&vjs=3,Sr. Business Analyst - Celonis Job,Yash Technologies Private Limited,"Pune, Maharashtra",N/A,PostedPosted 10 days ago
77,https://in.indeed.com/rc/clk?jk=170014762625c389&fccid=bb4a2038fb497521&vjs=3,Data Analyst,Saavn,"Gurgaon, Haryana",N/A,PostedPosted 30+ days ago
79,https://in.indeed.com/rc/clk?jk=2abdc991671eea67&fccid=5bfaa746e3bca3dd&vjs=3,RESEARCH ANALYST,Dinan & Company,"New Delhi, Delhi",N/A,PostedPosted 7 days ago
80,https://in.indeed.com/rc/clk?jk=d59be2f6d739b7c9&fccid=f0ba227ba5c9c8b1&vjs=3,Data Analyst Level 1,Certara,"Remote in Secunderabad, Telangana",N/A,PostedPosted 30+ days ago
84,https://in.indeed.com/rc/clk?jk=0c0df477788794dd&fccid=12fb985a56946112&vjs=3,Intern - Data Analyst,Software AG,"Bengaluru, Karnataka",N/A,PostedPosted 30+ days ago
85,https://in.indeed.com/rc/clk?jk=fa25aff28bd57921&fccid=723fa39290db0d18&vjs=3,DATA ANALYST,Knowledge Excel Services.,"Delhi, Delhi",N/A,PostedPosted 30+ days ago
